STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,CLIM_ACT_POL,Climate actions and policies,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2008,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2009,,0,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2010,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2011,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2012,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2013,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2014,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2015,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2016,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2017,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2018,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2019,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2020,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2021,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EST,Estonia,A,Annual,POL_COUNT,Adopted policies,LEV2_SEC_B_MBI,Buildings - Market-based instruments,PL,Policies,2022,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1990,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1991,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1992,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1993,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1994,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1995,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1996,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1997,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1998,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,1999,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2000,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2001,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2002,,3,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2003,,4,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2004,,3,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2005,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2006,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2007,,,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2008,,6,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2009,,6,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2010,,6,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2011,,4,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2012,,4,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2013,,5,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2014,,4,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2015,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2016,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2017,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2018,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2019,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2020,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2021,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,SVK,Slovak Republic,A,Annual,POL_COUNT,Adopted policies,LEV2_CROSS_SEC_RDD,Public RD&D expenditure,PL,Policies,2022,,5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1990,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1991,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1992,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1993,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1994,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1995,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1996,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1997,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1998,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,1999,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2000,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2001,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2002,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2003,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2004,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2005,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2006,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2007,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2008,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2009,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2010,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2011,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2012,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2013,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2014,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2015,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2016,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2017,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2018,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2019,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2020,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2021,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,EU,European Union,A,Annual,POL_COUNT,Adopted policies,LEV2_INT_C_FIN,International public finance,PL,Policies,2022,,,,Q,Missing value; suppressed,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1990,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1991,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1992,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1993,,1,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1994,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1995,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1996,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1997,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1998,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,1999,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,2000,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,2001,,2,,E,Estimated value,0,Units,0,Zero
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Climate actions and policies measurement framework,I,AUS,Australia,A,Annual,POL_COUNT,Adopted policies,LEV1_INT,International policies,PL,Policies,2002,,2,,E,Estimated value,0,Units,0,Zero
